Ingredient_EN,CO2_kg_per_kg,source,Country,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Carrots - frozen,2.44,German,Georgia,2,1,0,1,1,2,2,0,0,2,1,1
Carrots - pre-chopped,2.16,German,Trinidad and Tobago,0,1,1,1,1,1,1,2,1,1,0,2
Cashew nuts,2.09,German,San Marino,2,2,1,0,1,0,0,2,2,1,1,0
Cauliflower,0.97,German,Réunion,1,2,1,1,0,0,1,0,2,2,1,1
Cauliflower - frozen,2.27,German,India,2,0,0,2,2,0,0,1,2,2,0,0
Cauliflower - pre-cut,2.02,German,Czechia,1,1,2,2,1,0,1,0,1,0,2,1
Celery,0.84,German,Guinea,1,1,0,1,0,2,2,2,0,0,1,2
Cheese,8.79,German,"Micronesia, Federated States of",0,2,1,1,1,0,0,0,0,2,2,1
"Cheese: camembert, edam, emmental, feta, goat cheese, paneer, parmesan, …",7.11,German,Nigeria,1,2,0,2,2,2,0,0,0,2,1,1
Cheese: Cottage cheese,2.45,German,Saint Martin (French part),1,1,1,2,1,2,1,1,0,0,1,1
Cheese: Cream cheese,6.44,German,Chile,1,2,0,0,0,0,2,1,1,0,2,0
Cheese: mozzarella,6.44,German,"Venezuela, Bolivarian Republic of",2,2,0,2,2,1,0,2,2,2,2,1
Cheesecake,5.48,German,Mali,0,1,1,0,1,1,0,0,2,1,2,2
"Chesse: brie, cheddar, gouda, mascarpone, prato, stilton",7.42,German,Uzbekistan,2,1,1,2,2,0,2,2,2,0,2,0
Chestnuts,1.46,German,Qatar,0,0,2,2,1,1,1,0,2,0,2,2
Chicken,4.71,German,Mozambique,2,0,0,0,1,0,2,2,0,2,1,2
Chicken Korma Curry - ready meal,8.06,German,Mongolia,1,0,0,1,2,0,0,2,2,0,1,1
Chicken Noodles - ready meal,7.22,German,Dominica,2,1,1,1,1,0,1,0,2,0,1,1
Chicken Roast - ready meal,6.94,German,Malawi,0,1,2,0,1,1,2,2,2,0,2,0
Chickpeas,0.85,German,Western Sahara,2,1,1,0,0,1,1,1,2,2,1,2
Chips,3.82,German,Aruba,1,0,2,2,2,0,1,2,2,1,2,2
Chocolate biscuit,2.7,German,Benin,0,0,0,1,2,1,0,1,1,0,2,1
Chocolate spread,4.39,German,Solomon Islands,0,2,0,2,1,0,2,1,2,1,2,2
"Chocolate, Chocolate chips",5.76,German,North Macedonia,1,0,1,1,2,2,0,2,1,1,0,0
"Chutney, relish",1.66,German,Faroe Islands,2,0,1,1,0,2,0,2,0,1,0,0
Cocktail sausage,6.63,German,South Sudan,0,2,1,2,1,2,1,2,2,0,2,2
Coconut oil,2.42,German,Malawi,1,2,1,2,2,1,0,1,0,1,1,1
"Cod, Pollock",3.21,German,Israel,1,2,2,1,0,2,1,1,1,0,2,0
Coffee beans,4.5,German,Svalbard and Jan Mayen,2,0,0,1,0,2,2,0,1,2,2,0
Corn,0.41,German,Myanmar,2,1,2,2,0,1,2,0,1,1,0,2
Corn crisps,1.33,German,Guatemala,0,0,1,1,1,2,0,2,0,2,0,1
Corn oil,1.2,German,Greece,1,1,0,1,0,0,1,1,0,2,0,1
Cottage Pie - ready meal,11.94,German,Serbia,2,0,1,2,1,1,0,0,0,0,0,1
Cottonseed oil,2.14,German,Azerbaijan,1,2,1,0,1,2,2,1,2,2,2,0
Courgette,0.86,German,Madagascar,1,2,1,1,1,0,2,2,2,2,2,1
Couscous,2.44,German,South Africa,0,0,0,1,0,0,0,1,1,0,2,0
Crackers,1.16,German,Honduras,1,0,1,0,1,2,0,2,0,1,2,1
Cream - plant-based,1.87,German,Finland,2,0,2,0,1,2,2,1,2,0,0,1
"Cream: clotted, single, double, whipping",3.72,German,South Africa,0,0,0,0,1,0,0,0,1,1,1,1
"Crepe, Pancake, Waffle",0.71,German,Yemen,0,2,0,1,2,0,0,1,1,0,0,2
Crisps,4.41,German,Macao,2,0,0,0,1,2,2,0,1,2,1,2
Cucumber,1.93,German,Martinique,2,0,2,0,1,0,0,1,2,0,0,2
Cucumber - pickled,4.07,German,Liberia,0,1,0,2,0,2,1,0,2,0,2,0
Currants,2.1,German,Saint Kitts and Nevis,2,1,0,1,0,0,1,0,2,2,2,2
Custard,2.45,German,Anguilla,2,1,2,1,0,0,2,1,2,2,0,2
"Dates, raisins",2.1,German,Myanmar,0,1,2,1,0,2,1,1,1,0,2,1
Dried peas (shelled),2.39,German,Botswana,1,2,2,2,1,2,0,2,0,1,1,2
"Drink: Coffee with milk, Cappucino, Flat White, Latte",1.61,German,Slovakia,2,1,0,2,0,0,0,1,2,0,1,2
"Drink: Coffee, Americano, Espresso, Instant Coffee (black)",0.71,German,France,0,1,1,0,2,0,0,0,0,2,1,2
Drink: Hot chocolate - made with water,0.09,German,Ireland,1,0,0,0,2,2,1,2,0,2,2,0
Drink: Tea - with milk,0.63,German,Bhutan,2,1,0,0,1,0,1,1,2,2,1,2
"Drink: Tea (black, fruit, green, herbal, jasmin)",0.61,German,Puerto Rico,1,2,0,0,1,0,2,1,1,1,1,1
"Duck, Gooose, Guinea Fowl",5.05,German,Belize,0,0,0,0,1,1,1,0,2,1,2,1
"Eel, Kipper, Sardines, Trout, Whitebait",4.22,German,Heard Island and McDonald Islands,1,1,0,2,1,0,2,1,0,0,0,0
Eggs,4.51,German,Sint Maarten (Dutch part),2,1,0,0,1,1,2,1,2,0,2,2
Falafel,2.51,German,Northern Mariana Islands,2,1,2,2,0,0,2,0,1,1,0,1
Fish sticks,1.91,German,Sint Maarten (Dutch part),1,2,2,2,0,2,1,2,2,1,0,2
"Fish: coley, flatfish, flounder, haddock, hake, halibut, hoki, lemon sole, pangasius, plaice, seabass, skate, whiting, …",4.36,German,San Marino,0,1,1,2,1,0,0,2,0,1,2,2
Fisherman Pie - ready meal,7.78,German,China,1,2,2,2,0,1,1,0,1,0,0,1
"Flapjacks, muesli snack bar",6.84,German,Tunisia,0,1,0,1,0,1,2,1,2,0,0,1
Flour - rye,0.71,German,Mayotte,0,0,2,0,2,2,0,0,0,0,0,2
"Flour, cornflour",0.89,German,Liechtenstein,2,2,0,0,2,2,2,1,2,0,0,1
Food colouring,0.66,German,Nepal,2,2,0,0,0,0,1,0,1,1,1,0
Frozen fish fingers,3.75,German,Åland Islands,2,0,0,2,2,1,1,0,2,0,1,1
Frozen pulses,1.83,German,Lesotho,0,1,1,0,1,2,2,0,0,2,0,2
Fruit cordial,1.93,German,Cambodia,1,2,2,1,0,0,2,1,2,0,2,0
Fruit juice,1.71,German,Saint Martin (French part),0,1,2,0,2,1,0,0,0,0,2,2
Fruit pie,1.58,German,Kuwait,1,1,1,2,1,2,1,1,1,2,1,2
"Garlic, ginger",0.45,German,Hong Kong,0,0,2,2,2,1,1,2,1,1,0,1
Gluten-free biscuit,3.3,German,Holy See (Vatican City State),2,1,1,2,2,0,1,0,1,0,2,1
Goat,35.71,German,Aruba,1,2,1,1,0,2,1,1,0,0,0,2
Granola,4.02,German,Fiji,2,0,2,0,2,0,0,1,2,2,1,1
Grapefruit juice,2.06,German,Syrian Arab Republic,0,0,0,2,0,1,2,1,2,2,0,2
Grapefruits,0.8,German,Latvia,0,1,0,2,1,0,1,2,0,2,1,2
Grapes,2.3,German,Guadeloupe,0,2,2,1,0,1,2,1,1,1,2,2
Green beans,5.67,German,Wallis and Futuna,1,1,0,0,2,2,1,0,1,0,2,2
Green beans - canned,1.53,German,Jersey,0,2,1,2,2,1,2,0,1,2,0,2
Green beans - frozen,1.69,German,"Palestine, State of",2,2,0,0,1,1,2,1,2,0,1,0
Groundnut oil,0.9,German,Myanmar,2,2,1,0,0,2,1,2,2,2,0,0
Hazelnut paste,1.27,German,Bermuda,2,0,2,0,2,2,2,1,0,0,2,0
Hazelnut spread,2.71,German,Jamaica,0,2,1,1,1,2,0,1,0,0,2,1
Hazelnuts - chocolate covered,3.43,German,Mayotte,1,2,0,2,2,1,2,0,2,1,0,0
Herbs and spices,1.13,German,Egypt,0,2,2,2,0,2,2,1,2,0,2,1
Herring,1.59,German,"Venezuela, Bolivarian Republic of",2,2,2,1,2,2,2,1,1,1,0,1
Honey,1.66,German,Mexico,2,0,0,0,1,2,2,0,1,1,2,1
Drink: Hot chocolate - made with milk,2.73,German,Saint Barthélemy,2,0,2,2,0,2,0,0,0,2,2,0
Hummus,0.85,German,Réunion,1,2,1,0,1,2,1,1,0,1,0,1
Ice cream,3.8,German,Slovenia,0,1,0,1,1,0,1,1,1,1,0,2
"Jam, marmalade",2.15,German,Holy See (Vatican City State),2,2,0,1,0,2,2,1,0,1,0,2
Kale,1.61,German,Norway,2,0,0,2,0,2,2,2,0,2,1,2
Kiwi,0.62,German,Papua New Guinea,0,0,1,2,2,1,2,0,2,1,1,0
Lamb,20.83,German,Wallis and Futuna,0,1,2,2,2,1,0,0,0,0,0,2
Lamb Masala Curry - ready meal,13.61,German,Puerto Rico,2,1,2,2,1,1,2,1,2,2,2,0
Lamb Roast - ready meal,9.17,German,Oman,2,2,0,1,0,1,2,0,1,2,0,1
Lard,6.12,German,India,1,0,1,1,2,2,2,2,2,1,0,0
Lemon / lime juice,0.62,German,Kiribati,1,1,0,0,2,0,2,1,1,1,2,2
"Lemons, limes",1.9,German,Bermuda,0,1,1,0,2,0,0,2,0,2,0,2
Lentils,0.67,German,Puerto Rico,1,2,0,1,0,2,1,1,2,0,1,1
Lettuce - pre-cut,2.06,German,Mongolia,0,2,0,0,2,0,2,2,1,2,2,2
"Lettuce, rocket, watercress",1.61,German,Solomon Islands,0,1,0,1,1,1,0,2,1,2,2,0
Mackerel,0.9,German,Bahrain,0,0,2,0,2,0,0,2,2,0,2,2
Maize,0.51,German,Pakistan,1,1,1,0,2,1,1,2,1,2,0,0
Mandarins,1.1,German,Iceland,2,2,1,1,2,1,1,0,0,1,1,1
Mandarins - canned,2.5,German,Congo,0,1,0,2,0,1,0,1,2,1,0,2
Mangoes,4.4,German,Spain,1,0,2,1,1,1,2,1,0,1,1,1
Mangoes - dried,8.7,German,Saint Kitts and Nevis,0,0,2,2,0,0,1,1,0,0,1,0
Mangoes - frozen,3.8,German,Nigeria,0,1,2,0,2,2,0,2,0,1,1,0
Marmite,1.66,German,Latvia,2,1,0,2,1,2,2,0,2,0,0,1
Marzipan,1.66,German,Dominican Republic,1,2,2,1,2,2,0,2,2,0,2,0
"Mayonnaise, Salad Cream",4.03,German,Togo,1,0,1,0,1,1,1,2,0,0,2,0
Meat analogue (general),2.29,German,Timor-Leste,0,1,0,2,2,2,2,0,0,2,0,1
Melons,0.9,German,Saint Lucia,2,2,2,1,0,1,1,2,1,1,2,2
Milk,1.76,German,Vanuatu,1,1,2,2,1,1,0,0,0,1,2,2
Milk - almond,0.57,German,Mongolia,1,0,2,2,1,0,0,1,0,2,1,1
Milk - buffalo,3.38,German,Israel,2,0,1,2,1,2,1,0,1,1,1,2
Milk - concentrated,3.1,German,Greece,2,2,2,1,2,0,1,1,1,0,0,0
Milk - goats,2.67,German,Kyrgyzstan,1,1,2,2,0,2,0,2,0,1,2,2
Milk - plant-based,0.55,German,Western Sahara,0,2,2,0,0,1,0,0,1,1,0,0
Milk - sheeps,8.4,German,Peru,0,0,2,0,2,0,1,2,0,0,0,2
Milk - soy,0.78,German,Equatorial Guinea,2,2,1,2,0,0,2,1,0,0,2,1
Mixed nuts,2.06,German,Haiti,1,1,0,0,2,2,2,2,2,1,0,0
Mixed seeds,2.98,German,Paraguay,1,2,1,0,1,0,0,1,2,1,2,0
Muesli,1.02,German,Canada,1,0,1,1,0,1,1,2,1,2,0,2
Mushrooms,1.41,German,Uzbekistan,0,1,1,0,2,1,1,2,2,0,1,0
Mustard oil,2.9,German,Burundi,2,2,1,0,2,2,1,1,2,1,1,1
"Noodles, pasta",1.37,German,Mongolia,2,0,0,2,2,0,1,0,0,1,2,2
"Nuts: Walnuts, pecan",2.13,German,Spain,2,2,0,1,2,2,1,2,0,2,2,1
Oat flakes,0.79,German,Bosnia and Herzegovina,2,1,2,0,1,1,1,2,2,2,0,1
Oatly Oat Drink,0.32,German,Togo,0,0,0,0,1,0,2,0,0,1,0,0
Oatly Oat Drink - Barista Edition,0.38,German,Bangladesh,1,2,0,0,0,1,2,0,0,0,0,0
Oatly Oat Drink - Calcium,0.28,German,Albania,1,1,0,1,2,0,2,2,1,1,0,2
Oatly Oat Drink - Calcium Organic,0.4,German,Réunion,1,0,2,2,0,2,0,0,2,1,1,2
Oatly Oat Drink - Chocolate,0.35,German,"Venezuela, Bolivarian Republic of",0,2,0,2,1,1,0,1,2,1,2,1
Oatly Oat Drink - Chocolate Deluxe,0.33,German,Lebanon,0,1,0,0,2,0,1,0,2,0,1,1
Oatly Oat Drink - Deluxe,0.3,German,"Iran, Islamic Republic of",0,0,0,0,2,2,2,1,0,1,1,2
"Oatly Oat Drink - Deluxe (Germany, Austria, Netherlands)",0.69,German,Jamaica,2,1,1,0,0,1,0,1,0,2,2,2
Oatly Oat Drink - Low-Fat,0.39,German,Guam,0,1,0,0,0,1,0,0,0,2,1,1
Oatly Oat Drink - Low-Fat Organic,0.29,German,Marshall Islands,1,1,0,0,2,1,2,1,1,2,1,0
Oatly Oat Drink - Orange Mango,0.39,German,Ukraine,2,0,0,2,0,1,2,0,0,0,0,0
Oatly Oat Drink - Organic,0.32,German,Namibia,2,2,0,2,2,2,2,2,2,2,1,1
Oatly Oat Drink - Semi-skimmed,0.52,German,American Samoa,2,1,0,2,2,1,0,2,0,2,2,0
Oatly Oat Drink - Semi-skimmed Organic,0.32,German,British Indian Ocean Territory,2,2,0,1,1,0,0,1,2,0,2,0
Oatly Oat Drink - Vanilla,0.43,German,Haiti,1,0,1,2,0,2,1,1,2,0,2,0
Oatly Oat Drink - Vanilla Organic,0.35,German,"Saint Helena, Ascension and Tristan da Cunha",0,2,0,2,0,2,2,1,2,2,1,0
Oats,0.79,German,Côte d'Ivoire,1,2,0,0,2,0,1,2,2,2,1,1
Olive oil,2.53,German,Brazil,1,0,1,2,1,0,0,1,1,1,0,2
Olives,0.46,German,Andorra,2,2,0,2,0,1,1,1,1,0,1,2
Onion - frozen,2.31,German,"Micronesia, Federated States of",1,0,2,1,1,1,2,1,2,0,0,2
Onion - pickled,2.54,German,Tuvalu,1,2,2,0,1,2,0,2,1,1,0,2
"Onion, leek, shallot, spring onion",1.05,German,Paraguay,1,1,1,1,0,2,0,1,1,2,1,0
Orange juice,2.0,German,Aruba,0,1,0,2,2,0,0,1,0,1,2,0
"Oranges, nectarines, peaches",1.9,German,Nepal,1,1,2,2,2,2,0,2,1,1,0,1
Pulses: Other pulses,3.3,German,Norfolk Island,0,1,2,2,2,1,1,0,1,2,2,1
Palm oil,6.12,German,Lao People's Democratic Republic,2,2,1,2,1,0,0,1,2,1,2,2
Papaya,4.4,German,Uganda,1,1,0,1,1,2,2,0,2,1,1,1
"Parsnips, turnips, …",0.68,German,Montserrat,0,1,1,0,2,2,1,0,2,1,2,1
"Pastry: Doughnut, muffin, …",6.58,German,Brunei Darussalam,1,2,2,0,1,0,0,0,2,0,1,2
"Peaches, nectarines - canned",2.9,German,San Marino,0,2,1,2,1,2,0,1,0,0,1,2
"Peaches, nectarines - frozen",2.5,German,Martinique,0,0,0,0,1,2,0,1,0,0,1,2
Peanut,1.36,German,Mauritania,2,0,1,1,0,2,0,0,1,0,2,2
Peanut butter,2.11,German,Greenland,1,1,1,2,1,2,2,1,0,0,0,0
Peanut oil,3.64,German,Burundi,0,2,2,1,2,0,2,0,2,1,2,2
Pears,1.03,German,Chad,0,0,2,1,2,2,2,0,1,2,0,0
Pears - canned,4.06,German,Jamaica,2,2,1,0,1,2,0,0,2,2,2,1
Pears - dried,6.96,German,Iceland,1,1,0,0,2,0,0,1,1,1,1,1
Peas,4.23,German,Syrian Arab Republic,2,1,0,2,1,2,0,1,0,1,1,0
Peas - canned,2.32,German,Myanmar,2,2,1,0,0,2,1,2,1,2,0,1
Peas - frozen,2.51,German,Ghana,2,2,2,2,2,2,1,2,0,1,2,1
Peppermint extract,0.66,German,Niue,0,0,2,1,1,0,2,1,1,2,2,1
Peppers - pickled,3.84,German,Romania,1,1,2,2,0,2,2,1,1,0,0,2
Pesto,2.53,German,Tajikistan,2,0,2,2,1,2,1,1,0,0,0,1
Pineapple juice,2.52,German,Antigua and Barbuda,0,0,0,0,2,0,2,2,1,2,0,1
Pineapples,1.7,German,Andorra,2,2,2,1,1,1,0,2,0,2,0,1
Pineapples - canned,3.6,German,Türkiye,2,1,1,2,0,1,1,0,1,0,1,2
Pineapples - dried,4.9,German,Kyrgyzstan,2,2,1,0,1,0,0,0,2,2,1,1
Pistachio,2.33,German,French Southern Territories,0,0,0,0,0,0,1,2,2,1,0,1
Pizza,3.83,German,China,0,0,1,0,0,2,1,2,0,2,0,1
Plant-based spread,3.08,German,New Caledonia,0,2,0,1,2,2,2,1,2,1,0,0
Plums,1.13,German,Guinea,1,2,2,0,0,0,2,0,2,2,0,2
Plums - canned,5.49,German,Philippines,0,0,0,1,2,1,2,0,0,0,2,1
Plums - dried,4.44,German,Belarus,0,2,0,2,2,2,2,0,0,2,2,1
Pork,6.63,German,Czechia,0,2,2,1,2,0,0,0,1,2,1,1
Pork Roast - ready meal,5.83,German,Burundi,1,0,2,2,0,2,2,1,0,2,1,0
Porridge,3.96,German,"Micronesia, Federated States of",0,2,1,0,2,2,2,0,1,2,1,2
"Potatoes, sweet potatoes",1.27,German,Senegal,2,0,0,0,2,2,1,2,1,1,2,0
Quark,2.45,German,Burkina Faso,2,2,0,1,1,1,2,1,2,2,1,1
Quinoa,0.82,German,Cameroon,1,2,1,0,1,1,1,1,0,1,1,2
Quorn,2.4,German,Slovenia,2,2,0,1,2,2,1,2,1,2,1,1
Quorn Classic Burger,2.55,German,Sint Maarten (Dutch part),0,1,1,2,0,1,1,1,0,2,1,2
Quorn Crispy Nuggets,1.97,German,Puerto Rico,0,2,1,1,2,0,0,0,0,0,2,0
Quorn Mince,1.69,German,Denmark,2,0,1,0,2,2,1,2,2,2,1,0
Quorn Pieces,1.71,German,Poland,1,2,0,1,1,0,1,2,2,0,2,0
Quorn Sausages,1.7,German,Maldives,2,1,2,1,2,2,1,0,2,1,2,2
Quorn Vegan Nuggets,2.55,German,French Polynesia,1,1,1,2,2,0,2,2,1,1,2,1
Quorn Vegan Pieces,1.6,German,Uganda,2,1,1,2,0,2,0,2,1,0,2,0
Rabbit,11.02,German,Puerto Rico,2,2,2,1,0,2,1,1,1,0,2,2
Rapeseed oil,2.4,German,United States,2,1,1,2,0,2,1,1,2,1,2,1
Raspberries,2.57,German,French Guiana,2,2,1,0,2,1,2,0,1,2,0,0
Raspberries - frozen,2.3,German,Equatorial Guinea,1,2,0,2,2,2,1,0,2,2,2,2
Rhubarb,0.84,German,Lesotho,2,0,0,2,0,1,1,0,2,0,2,2
Rice,1.35,German,Saint Kitts and Nevis,0,1,0,2,2,1,2,2,2,1,0,0
Salad dressing,4.61,German,Ethiopia,2,2,0,2,0,0,2,1,1,1,2,1
Salmon,4.79,German,Qatar,1,0,2,1,0,1,1,2,1,1,0,0
"Sauce: Barbecue sauce, fish sauce, gravy, mirin, miso paste, mustard, oyster sauce, soy sauce, stir fry sauce, stock, vinegar",0.22,German,Bahamas,1,2,1,2,2,0,0,1,1,0,1,2
"Seafood: clams, cockles, mussels, octopus, oysters, scallops, seaweed, squid, ….",3.04,German,Barbados,2,0,1,1,1,2,2,2,2,2,1,2
"Seafood: crab, crayfish, krill, lobster, prawn, scampi, shrimp",17.75,German,Luxembourg,2,2,0,0,1,0,1,1,0,1,1,1
"Seeds: chia, fennel, pumpkin, sesame, …",4.2,German,Montserrat,0,2,0,1,1,0,2,0,1,0,1,2
Sesameseed oil,4.2,German,Togo,0,2,0,0,0,0,0,0,2,2,1,0
Shepherds Pie - ready meal,12.22,German,Malaysia,2,1,2,0,0,1,0,2,0,2,0,1
Snack bar - chocolate,5.07,German,Morocco,0,2,2,1,2,0,1,1,0,0,1,0
Drink: Soft drink (general),0.62,German,Malaysia,1,1,1,2,1,1,1,2,0,0,2,0
Sour cream,2.5,German,"Palestine, State of",2,2,0,1,2,2,0,0,2,1,2,1
Soybean oil,1.58,German,Spain,0,2,0,2,2,0,1,1,2,2,2,2
Soybeans,2.0,German,Tajikistan,1,0,2,2,1,0,2,0,0,2,0,0
Spagheti Bolognese - ready meal,11.67,German,Palau,1,0,1,1,2,1,0,0,1,1,1,1
Spinach,1.46,German,Poland,1,1,0,1,2,0,2,1,2,0,0,2
Spinach - canned,1.79,German,Comoros,1,1,0,1,2,0,0,1,1,2,1,1
Spinach - frozen,1.57,German,Ghana,1,0,2,1,2,1,0,2,0,0,1,2
"Spirits: Brandy, Rum, Tequila, Vodka, Whiskey, …",2.32,German,Guyana,0,0,1,0,1,2,2,0,0,2,2,2
Squash,1.16,German,"Korea, Republic of",0,1,0,2,0,0,2,0,1,2,1,1
"Starch: Casava, tapioca",0.59,German,Singapore,0,2,2,0,2,1,2,0,0,0,0,2
Strawberries,2.24,German,Congo,2,0,0,1,1,1,2,1,1,0,2,1
Strawerries - frozen,2.33,German,Guatemala,2,0,2,2,2,0,1,1,0,1,1,1
"Sugar, Icing, Coconut sugar, Golden syrup, Maple syrup, Treacle",0.66,German,Bhutan,2,2,1,2,1,2,0,2,1,0,0,1
Sunflower oil,2.55,German,Tunisia,2,0,2,1,1,2,1,0,2,2,0,0
Sunflower seeds,0.85,German,Honduras,2,1,1,0,2,0,1,0,1,1,0,1
Sweetcorn - canned,2.61,German,Ecuador,0,2,2,2,1,2,0,0,2,2,2,2
Sweetcorn - frozen,2.52,German,Kuwait,1,0,1,1,0,0,2,0,2,2,2,2
Sweetcorn - on the cob,1.58,German,Australia,1,1,0,1,2,2,2,0,0,0,2,1
Sweetcorn - packaged,2.41,German,Angola,2,0,2,1,1,0,1,1,2,0,2,0
Sweets - milk-based,4.21,German,Rwanda,2,1,2,2,0,1,1,2,2,2,2,0
"Sweets: Fudge, liquorice, marshmallows, mints, sweets, toffee, …",2.41,German,South Sudan,0,2,2,0,2,2,2,2,0,2,0,0
Tahini,0.85,German,Germany,0,1,0,0,0,0,1,2,1,0,1,0
Tempeh,1.09,German,Israel,0,2,1,1,2,0,2,0,0,0,1,2
Tofu,1.86,German,Svalbard and Jan Mayen,2,0,0,2,0,2,1,2,2,1,1,0
Tomato ketchup,1.54,German,Eritrea,2,1,2,0,1,2,2,2,2,1,2,2
Tomato paste,4.75,German,Myanmar,0,0,1,0,2,0,1,2,2,1,0,2
"Tomato sauce, Bolognese sauce",2.43,German,Dominica,0,0,0,0,0,0,0,0,1,2,0,0
Tomatoes,2.91,German,Guam,0,0,0,2,2,2,0,0,0,0,1,0
Tomatoes - bottled,2.33,German,Slovenia,2,0,2,1,1,0,2,2,0,0,0,0
"Tomatoes - canned, passata",1.96,German,Bouvet Island,1,1,1,1,1,1,2,0,2,1,0,2
Tortilla wrap,1.08,German,Liberia,0,1,2,0,0,2,0,0,0,0,1,1
Tuna - fresh,10.17,German,Lesotho,0,0,2,1,1,1,1,2,1,1,0,1
Turkey,6.45,German,"Venezuela, Bolivarian Republic of",1,0,2,2,1,0,0,1,0,2,0,1
Unshelled peas,3.94,German,Greece,0,2,0,2,2,1,2,0,2,0,2,0
Valess,5.01,German,Canada,0,1,0,1,0,1,0,0,2,1,0,1
"Vanilla, Vanilla extract",0.66,German,Palau,0,0,0,2,1,2,1,2,0,2,0,0
Veal,18.94,German,Ethiopia,2,2,0,2,2,0,2,2,2,2,2,2
Vegetable oil,3.2,German,Western Sahara,1,0,2,0,1,0,0,2,0,0,0,0
Vegetable Patty,2.95,German,Burkina Faso,1,2,2,1,2,1,1,0,1,2,1,2
Venison,20.99,German,Canada,0,0,0,0,1,2,1,2,0,0,1,2
"Wheat, Buckwheat",0.72,German,Austria,2,0,1,0,0,2,0,1,0,2,0,0
"Wine, sherry",1.37,German,Saint Lucia,1,1,0,1,1,0,0,1,2,1,1,2
Yogurt,2.2,German,Sierra Leone,0,2,0,0,0,1,1,1,0,2,1,1
Butter (dairy),9.79,German,Nicaragua,2,0,1,2,1,2,2,0,1,2,1,2
Cheese: other,12.27,German,"Virgin Islands, British",2,2,2,2,2,0,1,0,2,2,2,0
Cheese: processed cheese,12.27,German,Bouvet Island,1,0,0,1,1,1,1,0,2,1,2,2
Cheese: ripened,12.27,German,Czechia,2,2,2,2,1,2,2,2,1,0,0,2
Cheese: unpasturised,12.27,German,Dominican Republic,1,0,2,1,2,0,2,0,0,2,1,1
"Cheese: unripened e.g, cottage cheese mozzarella",12.27,German,Saint Barthélemy,2,2,1,1,0,1,2,1,1,0,0,1
"Cheese: whey protein e.g, ricotta",12.27,German,Azerbaijan,0,2,0,2,0,1,0,2,1,2,2,2
Cream (dairy),4.71,German,Saint Martin (French part),1,0,2,2,1,1,1,1,0,0,1,2
Dairy: Other,1.13,German,Uganda,0,1,1,1,2,0,0,2,0,1,2,0
Egg,4.77,German,Israel,0,1,2,2,1,0,0,0,0,1,0,2
Egg: Free Range,5.3,German,Paraguay,2,1,0,0,2,0,2,1,2,1,1,1
Ice Cream (dairy),1.23,German,Tonga,0,0,2,1,2,2,1,1,2,0,0,1
Margarine (dairy),1.18,German,Barbados,0,2,1,0,1,0,2,1,2,0,0,2
Milk: UHT,1.13,German,Iceland,1,1,2,0,2,0,1,2,0,1,1,0
Milk: condensed,1.04,German,Saint Martin (French part),2,2,0,0,1,1,2,0,0,0,2,0
Milk: fresh cattle,1.13,German,Andorra,1,0,0,1,0,1,2,2,1,0,0,0
Milk: fresh sheep and goat,1.15,German,Curaçao,0,0,1,1,2,2,2,0,1,1,1,2
Milk: nut milk,0.4,German,"Micronesia, Federated States of",1,1,0,1,1,1,0,0,2,1,1,0
Milk: soya,0.35,German,Congo,1,2,2,1,1,1,0,2,1,0,2,1
Chutney/Relish,1.36,German,Australia,2,2,0,2,2,2,1,2,0,0,1,0
Condiment: Other,1.36,German,Bahamas,2,1,0,1,2,1,2,2,2,1,0,1
Condiments: Emulsified Sauces,1.36,German,Ethiopia,2,2,0,0,2,1,1,1,0,1,0,1
Condiments: Non-emulsified Sauces,1.36,German,Egypt,2,0,1,0,2,2,2,2,2,2,2,0
Curds,1.32,German,Viet Nam,2,1,2,1,2,1,0,0,1,0,2,2
Herbs (dried),1.13,German,Cameroon,2,2,1,0,1,1,0,1,0,0,0,1
Honey,1.32,German,Spain,2,1,2,0,0,0,2,2,1,1,0,2
Marmalade,1.32,German,Bosnia and Herzegovina,0,1,0,0,2,1,0,2,1,2,2,1
Mustard,1.36,German,Barbados,1,1,1,0,0,0,0,2,0,2,2,2
Nut butter,1.32,German,Tajikistan,2,2,1,1,0,0,0,0,2,1,2,0
Passata,3.23,German,Tunisia,2,2,0,0,0,2,1,0,0,0,1,0
Pepper,1.36,German,United Kingdom,0,0,0,0,0,2,2,1,1,2,0,2
Salad dressing,1.36,German,Cocos (Keeling) Islands,1,2,0,1,1,1,0,0,0,1,2,1
Salt,1.36,German,Thailand,2,0,2,2,2,1,0,2,2,2,0,2
Spices,1.13,German,Saint Vincent and the Grenadines,0,2,1,2,0,1,2,2,0,0,2,2
Stock,1.36,German,Austria,1,1,2,0,0,0,0,2,0,1,2,1
Vinegar,1.36,German,Liberia,0,2,2,2,0,2,1,1,0,0,0,2
Yeast,0.99,German,"Tanzania, United Republic of",1,0,1,1,2,0,1,1,0,1,2,1
Yeast extract,0.98,German,Saint Kitts and Nevis,0,2,0,2,0,2,1,2,0,1,0,1
Plant based (vegan) burger,2.29,German,Namibia,1,1,1,0,1,0,0,0,2,0,0,2
Plant based (vegan) sausage,2.29,German,Holy See (Vatican City State),0,0,2,1,2,2,0,1,0,1,1,1
